Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags,Image URL
JP2946,FALSE,TRUE,53790,Asian Art,Woodblock print,"諸國名橋奇覧　すほうの国きんたいはし|Kintai Bridge in Suō Province (Suō no kuni Kintaibashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830,1820,1840,Polychrome woodblock print; ink and color on paper,10 1/4 x 15 1/8 in. (26 x 38.4 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/53790,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Bridges|Rivers|Mountains,https://images.metmuseum.org/CRDImages/as/original/DP141083.jpg
JP2945,FALSE,TRUE,53791,Asian Art,Woodblock print,"諸國名橋奇覧　東海道岡崎矢はぎのはし|Yahagi Bridge at Okazaki on the Tōkaidō (Tōkaidō Okazaki Yahagi no hashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830,1820,1840,Polychrome woodblock print; ink and color on paper,10 1/8 x 15 1/8 in. (25.7 x 38.4 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/53791,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Bridges|Landscapes|Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141082.jpg
JP2947,FALSE,TRUE,53792,Asian Art,Woodblock print,"諸國名橋奇覧　かめゐど天神たいこはし|The Arched Bridge at Kameido Tenjin Shrine (Kameido Tenjin Taikobashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830,1820,1840,Polychrome woodblock print; ink and color on paper,10 1/8 x 15 1/8 in. (25.7 x 38.4 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939
",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/53792,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Bridges|Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141275.jpg
JP2951,FALSE,TRUE,53793,Asian Art,Woodblock print,"諸國名橋奇覧　三河の八ツ橋の古図|Ancient View of Yatsuhashi in Mikawa Province (Mikawa no Yatsuhashi no kozu), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830,1820,1840,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 7/8 in. (25.1 x 37.8 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939
",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/53793,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Bridges|Mountains|Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141279.jpg
JP2554,FALSE,TRUE,53845,Asian Art,Woodblock print,"冨嶽三十六景　御厩川岸より両国橋夕陽見|Viewing the Sunset over Ryōgoku Bridge from the Onmayagashi Embankment (Onmayagashi yori Ryōgokubashi sekiyō o miru), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Woodblock print; ink and color on paper,H. 10 1/8 in. (25.7 cm); W. 14 7/8 in. (37.8 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/53845,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Bridges|Boats|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141031.jpg
JP6,FALSE,TRUE,53920,Asian Art,Woodblock print,"百人一首　うはかゑとき　源宗于朝臣|Poem by Minamoto no Muneyuki Ason, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1839,1839,1839,Polychrome woodblock print; ink and color on paper,H. 9 7/8 in. (25.1 cm); W. 14 5/8 in. (37.1 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/53920,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Poetry|Suffering|Hills|Trees|Snow,https://images.metmuseum.org/CRDImages/as/original/DP140964.jpg
JP2224,FALSE,TRUE,53990,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,probably 1807,1807,1807,Polychrome woodblock print (surimono); ink and color on paper,5 7/16 x 11 1/8 in. (13.8 x 28.3 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/53990,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Masks,https://images.metmuseum.org/CRDImages/as/original/DP138457.jpg
JP2307,FALSE,TRUE,54091,Asian Art,Print,,Japan,,,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,19th century,1800,1899,Part of an album of woodblock prints (surimono); ink and color on paper,5 1/8 x 7 3/16 in. (13 x 18.3 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54091,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Crabs|Plants,https://images.metmuseum.org/CRDImages/as/original/DP138955.jpg
JP2330,FALSE,TRUE,54114,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1816,1816,1816,Part of an album of woodblock prints (surimono); ink and color on paper,8 7/16 x 7 1/2 in. (21.4 x 19.1 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54114,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Women|Working,https://images.metmuseum.org/CRDImages/as/original/DP138989.jpg
JP2367,FALSE,TRUE,54151,Asian Art,Print,,Japan,,,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1760,1849,Part of an album of woodblock prints (surimono); ink and color on paper,7 1/2 x 10 1/4 in. (19.1 x 26 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54151,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Rivers|Mountains|Trees,https://images.metmuseum.org/CRDImages/as/original/DP139042.jpg
JP2573,FALSE,TRUE,54188,Asian Art,Print,Horimono-shi|職人三十六番|The Metal Carver,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1802,1802,1802,Polychrome woodblock print (surimono); ink and color on paper,5 1/2 x 7 1/2 in. (14 x 19.1 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54188,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Women,https://images.metmuseum.org/CRDImages/as/original/DP123636.jpg
JP2574,FALSE,TRUE,54189,Asian Art,Print,Tachi-shi|職人三十六番|The Swordsmith,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1802,1802,1802,Polychrome woodblock print (surimono); ink and color on paper,5 3/8 x 7 3/8 in. (13.7 x 18.7 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54189,2019-04-02T03:00:47.7Z,"Metropolitan Museum of Art, New York, NY",Men|Women,https://images.metmuseum.org/CRDImages/as/original/DP123637.jpg
JP2575,FALSE,TRUE,54191,Asian Art,Print,Hata-ori|職人三十六歌仙|The Weaving Factory,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1802,1792,1812,Polychrome woodblock print (surimono); ink and color on paper,5 3/8 x 7 3/8 in. (13.7 x 18.7 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54191,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Women|Working,https://images.metmuseum.org/CRDImages/as/original/DP123638.jpg
JP2576,FALSE,TRUE,54192,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1841,1841,1841,Polychrome woodblock print (surimono); ink and color on paper,5 3/8 x 7 1/4 in. (13.7 x 18.4 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54192,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Girls|Women|Playing,https://images.metmuseum.org/CRDImages/as/original/DP123639.jpg
JP2577,FALSE,TRUE,54193,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1800,1790,1810,Polychrome woodblock print (surimono); ink and color on paper,5 1/2 x 10 1/2 in. (14 x 26.7 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54193,2019-03-12T03:00:48.307Z,"Metropolitan Museum of Art, New York, NY",Fans|Women,https://images.metmuseum.org/CRDImages/as/original/DP123640.jpg
JP2578,FALSE,TRUE,54194,Asian Art,Print,"Sakura-gai|元禄歌仙貝合|Cherry Shell, from the series Genroku Poetry Shell Games",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,probably 1821,1821,1821,Polychrome woodblock print (surimono); ink and color on paper,7 3/4 x 6 7/8 in. (19.7 x 17.5 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54194,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Animals|Men|Women,https://images.metmuseum.org/CRDImages/as/original/DP123641.jpg
JP2579,FALSE,TRUE,54195,Asian Art,Print,Miyako-gai|元禄歌仙貝合|Miyako Shell,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,probably 1821,1821,1821,Polychrome woodblock print (surimono); ink and color on paper,7 7/8 x 7 in. (20 x 17.8 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54195,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Rivers|Men|Boats,https://images.metmuseum.org/CRDImages/as/original/DP123642.jpg
JP3001,FALSE,TRUE,54217,Asian Art,Print,衣食住|Attire,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1760–1849,1760,1849,Polychrome woodblock print (surimono); ink and color on paper,5 5/8 x 7 1/2 in. (14.3 x 19.1 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54217,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Women,https://images.metmuseum.org/CRDImages/as/original/DP144000.jpg
JP3003,FALSE,TRUE,54219,Asian Art,Woodblock print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1760–1849,1760,1849,Polychrome woodblock print (surimono); ink and color on paper,5 1/8 x 6 13/16 in. (13 x 17.3 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54219,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Boys|Women,https://images.metmuseum.org/CRDImages/as/original/DP144002.jpg
JP3175,FALSE,TRUE,54227,Asian Art,Print,,Japan,,,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1760,1849,Polychrome woodblock print (surimono); ink and color on paper,"Image: 7 5/8 × 21 1/16 in. (19.4 × 53.5 cm)
Mat: 12 1/2 in. × 37 in. (31.8 × 94 cm)","Gift of Mrs. Henry L. Phillips, in memory of her husband, Henry L. Phillips, 1957",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54227,2019-09-05T04:39:54.57Z,"Metropolitan Museum of Art, New York, NY",Men|Women|Landscapes|Trees,https://images.metmuseum.org/CRDImages/as/original/DP146850.jpg
JP657,FALSE,TRUE,54301,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1801,1791,1811,Polychrome woodblock print (surimono); ink and color on paper,7 1/8 x 20 1/4 in. (18.1 x 51.4 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54301,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP146851.jpg
JP658,FALSE,TRUE,54302,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1801,1791,1811,Polychrome woodblock print (surimono); ink and color on paper,8 1/4 x 22 1/8 in. (21 x 56.2 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54302,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Women|Boats,https://images.metmuseum.org/CRDImages/as/original/DP146852.jpg
JP659,FALSE,TRUE,54303,Asian Art,Woodblock print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1799–1810,1799,1810,Polychrome woodblock print (surimono); ink and color on paper,8 1/4 x 22 1/8 in. (21 x 56.2 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54303,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Flowers,https://images.metmuseum.org/CRDImages/as/original/DP147623.jpg
JP744,FALSE,TRUE,54304,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1800,1790,1810,Polychrome woodblock print (surimono); ink and color on paper,7 3/8 x 13 1/8 in. (18.7 x 33.3 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54304,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Houses|Women|Working,https://images.metmuseum.org/CRDImages/as/original/DP143411.jpg
JP745,FALSE,TRUE,54305,Asian Art,Print,"露草に鶏と雛|Rooster, Hen and Chicken with Spiderwort",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–33,1830,1833,Polychrome woodblock print; ink and color on paper,"Image: 9 x 11 1/2 in. (22.9 x 29.2 cm)
Overall with paper mount: 12 7/8 x 18 1/2 in. (32.7 x 47 cm)
Overall with mat: 15 1/2 x 22 3/4 in. (39.4 x 57.8 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54305,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Chickens|Roosters,https://images.metmuseum.org/CRDImages/as/original/DP141265.jpg
JP746,FALSE,TRUE,54306,Asian Art,Woodblock print,葛飾北斎画　桔梗に蜻蛉|Dragonfly and Bellflower,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,late 1820s,1820,1830,Polychrome woodblock print (surimono); ink and color on paper,9 3/4 x 14 3/16 in. (24.8 x 36 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54306,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Dragonflies|Flowers,https://images.metmuseum.org/CRDImages/as/original/DP141266.jpg
JP1011,FALSE,TRUE,54315,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1800,1790,1810,Polychrome woodblock print (surimono); ink and color on paper,7 11/16 x 20 3/8 in. (19.5 x 51.8 cm),"Gift of Estate of Samuel Isham, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54315,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Flowers|Trees,https://images.metmuseum.org/CRDImages/as/original/DP146854.jpg
JP1108,FALSE,TRUE,54337,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1760,1850,Polychrome woodblock print (surimono); ink and color on paper,8 1/2 x 13 5/16 in. (21.6 x 33.8 cm),"Rogers Fund, 1919",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54337,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Men|Women|Boats,https://images.metmuseum.org/CRDImages/as/original/DP143412.jpg
JP1142,FALSE,TRUE,54349,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1810,1800,1820,Polychrome woodblock print (surimono); ink and color on paper,8 3/8 x 7 1/4 in. (21.3 x 18.4 cm),"Rogers Fund, 1919",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54349,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Houses|Bridges|Rivers|Boats,https://images.metmuseum.org/CRDImages/as/original/DP143413.jpg
JP1246,FALSE,TRUE,54377,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1814,1804,1824,Polychrome woodblock print (surimono); ink and color on paper,8 5/16 x 5 9/16 in. (21.1 x 14.1 cm),"Rogers Fund, 1921",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54377,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Boys|Women,https://images.metmuseum.org/CRDImages/as/original/DP143414.jpg
JP1247,FALSE,TRUE,54378,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1820,1820,1820,Polychrome woodblock print (surimono); ink and color on paper,8 x 10 3/8 in. (20.3 x 26.4 cm),"Rogers Fund, 1921",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54378,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Houses|Men|Women|Trees,https://images.metmuseum.org/CRDImages/as/original/DP143415.jpg
JP1393,FALSE,TRUE,54389,Asian Art,Woodblock print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1822,1822,1822,Polychrome woodblock print (surimono); ink and color on paper,8 1/4 x 7 3/8 in. (21 x 18.7 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54389,2019-08-31T04:41:15.713Z,"Metropolitan Museum of Art, New York, NY",Birds|Fans,https://images.metmuseum.org/CRDImages/as/original/DP143416.jpg
